jsx | Syntax | Which attribute should you use in JSX to set an element's CSS class? | 0, ```ts\nclass\n```; 1, ```ts\nclassName\n```; 2, ```ts\nclassList\n```; 3, ```ts\ncssClass\n``` | 1 | 2 | 30 | JSX uses ```ts\nclassName\n``` instead of ```ts\nclass\n``` because ```ts\nclass\n``` is a reserved word in JavaScript. | https://react.dev/learn/rendering-elements
advancedTypes | Recursive types | How would you type a deeply nested JSON value in TypeScript? | 0, ```ts\ntype JSON = string \| number \| boolean \| null \| object\n```; 1, ```ts\ntype JSONValue = string \| number \| boolean \| null \| JSONValue[] \| { [key: string]: JSONValue }\n```; 2, ```ts\ntype JSON = Record<string, unknown>\n```; 3, Recursive types are not supported in TypeScript | 1 | 5 | 90 | TypeScript supports recursive type aliases since TS 3.7. | https://www.typescriptlang.org/docs/handbook/2/objects.html#the-readonly-modifier
advancedTsReact | FC type | Should you use ```tsx\nReact.FC<Props>\n``` to type function components in modern React TypeScript? | 0, Yes — it is the official recommended way; 1, No — it is increasingly discouraged; prefer directly typing props and return type; 2, Only for class components; 3, Only when the component accepts ```ts\nchildren\n``` | 1 | 3 | 60 | '```tsx\nReact.FC\n``` adds implicit ```ts\nchildren\n``` prop (before React 18 | https://react-typescript-cheatsheet.netlify.app/docs/basic/getting-started/function_components
advancedTsReact | Discriminated union state | How should you type an async data loading state in TypeScript for maximum type safety? | '0; ```tsx\nconst [data; setData | 1 | 5 | 90 | The discriminated union approach makes invalid states impossible. | https://www.typescriptlang.org/docs/handbook/2/narrowing.html#discriminated-unions
advancedTsReact | Event handlers | What is the correct type for a React ```ts\nonKeyDown\n``` handler prop? |  | 1 | 3 | 60 | React provides typed event handler aliases. | https://react-typescript-cheatsheet.netlify.app/docs/basic/getting-started/forms_and_events/
advancedTsReact | useReducer typing | What is the benefit of typing a ```ts\nuseReducer\n``` action as a discriminated union? | 0, It makes the reducer run faster; 1, TypeScript narrows the action type in each ```ts\ncase\n``` branch, so ```ts\naction.payload\n``` is typed correctly; 2, It enables the reducer to handle async actions; 3, It allows multiple reducers to handle the same action | 1 | 5 | 90 | TypeScript narrows the action type in each ```ts\ncase\n``` branch. | https://react.dev/learn/typescript#typing-usereducer
advancedTsReact | Context typing | What is the type-safe way to create a context that cannot be ```ts\nundefined\n``` at the consumer? |  | 1 | 5 | 90 | Throwing an error ensures that consumers only get the defined value. | https://kentcdodds.com/blog/how-to-use-react-context-effectively
declarationFiles | Module augmentation | How do you extend an existing library's types in TypeScript without modifying the library? | "0; Copy the library's type file and add your properties"; 1, Use module augmentation — ```ts\ndeclare\n``` the same module in a ```ts\n.d.ts\n``` file and add properties to the interface; 2, Use type casting wherever you need the additional properties; 3, TypeScript does not allow extending library types | 1 | 5 | 90 | Module augmentation uses declaration merging. | https://www.typescriptlang.org/docs/handbook/declaration-merging.html#module-augmentation
advancedEnums | Union vs enum | When should you prefer a string union type over an ```ts\nenum\n```? |  | 1 | 3 | 60 | String union types are simpler and do not generate runtime code. | https://www.typescriptlang.org/docs/handbook/enums.html
decorators | TypeScript decorators | TypeScript decorators are primarily used for: | 0, Adding runtime type information to classes and methods; 1, Metaprogramming — annotating or modifying classes, methods, and properties at design time; 2, Replacing generics for cleaner syntax; 3, Providing type guards for complex types | 1 | 5 | 90 | Decorators are a metaprogramming syntax. | https://www.typescriptlang.org/docs/handbook/decorators.html
basicTypes | Primitives | Which TypeScript type describes a value that can never occur? | 0, ```ts\nunknown\n```; 1, ```ts\nvoid\n```; 2, ```ts\nnever\n```; 3, ```ts\nundefined\n``` | 2 | 3 | 60 | ```ts\nnever\n``` represents values that never occur — e.g., the return type of a function that always throws or has an infinite loop. | https://www.typescriptlang.org/docs/handbook/2/narrowing.html#the-never-type
basicTypes | unknown vs any | What is the key difference between ```ts\nany\n``` and ```ts\nunknown\n```? | 0, ```ts\nunknown\n``` is the same as ```ts\nany\n``` but marks deprecated APIs; 1, ```ts\nany\n``` disables type checking; ```ts\nunknown\n``` is type-safe — you must narrow it before using it; 2, ```ts\nunknown\n``` can only hold primitive values; ```ts\nany\n``` can hold anything; 3, They are identical — ```ts\nunknown\n``` is just an alias for ```ts\nany\n``` | 1 | 3 | 60 | ```ts\nunknown\n``` is the type-safe counterpart to ```ts\nany\n```. You can assign anything to ```ts\nunknown\n```, but you cannot use it without narrowing. | https://www.typescriptlang.org/docs/handbook/2/functions.html#unknown
basicTypes | Type assertions | 'When should you use a type assertion (```ts\nvalue as Type\n``` |  | 1 | 3 | 60 | Type assertions tell TypeScript "trust me, I know what this is." Use them sparingly and only when you are certain. | https://www.typescriptlang.org/docs/handbook/2/everyday-types.html#type-assertions
basicTypes | Literal types | What does the following declaration do?\n```ts\nconst direction = "north" as const\n``` | 0, Casts the string to a constant number; 1, Narrows the type from ```ts\nstring\n``` to the literal type ```ts\n"north"\n```; 2, Makes the variable immutable at runtime; 3, Prevents TypeScript from widening the type to ```ts\nstring\n``` | 1 | 3 | 60 | ```ts\nas const\n``` tells TypeScript to infer the most specific literal type rather than widening. | https://www.typescriptlang.org/docs/handbook/2/everyday-types.html#literal-types
interfaces | Interface vs Type alias | What can ```ts\ninterface\n``` do that a ```ts\ntype\n``` alias cannot? | 0, Describe union types; 1, Use generics; 2, Declaration merging — multiple ```ts\ninterface\n``` declarations with the same name are merged; 3, Extend other types | 2 | 3 | 60 | Declaration merging allows multiple ```ts\ninterface Foo { ... }\n``` declarations to automatically merge into one. | https://www.typescriptlang.org/docs/handbook/2/everyday-types.html#differences-between-type-aliases-and-interfaces
interfaces | Extending | Consider the following interfaces:\n```ts\ninterface A { x: number }\ninterface B extends A { y: string }\n```\nWhat properties does ```ts\nB\n``` have? | 0, Only ```ts\ny: string\n```; 1, ```ts\nx: number\n``` and ```ts\ny: string\n```; 2, A union of ```ts\nx\n``` or ```ts\ny\n```; 3, TypeScript error — interfaces cannot extend interfaces | 1 | 2 | 30 | ```ts\ninterface B extends A\n``` means ```ts\nB\n``` inherits all properties from ```ts\nA\n``` and adds its own. | https://www.typescriptlang.org/docs/handbook/2/objects.html#extending-types
generics | Basic generics | 'What does this function signature mean?\n```ts\nfunction identity<T>(value: T | 0, The function takes and returns ```ts\nany\n``` type, but loses type information; 1, The function is generic — it takes a value of type ```ts\nT\n``` and returns the same type ```ts\nT\n```, preserving type information; 2, ```ts\nT\n``` must be an object type — primitives are not allowed; 3, The function can only be called with explicitly provided type arguments | 1 | 2 | 30 | Generics are type parameters. TypeScript infers ```ts\nT\n``` from the argument, preserving type safety. | https://www.typescriptlang.org/docs/handbook/2/generics.html
generics | Constraints | What does the following generic constraint mean?\n```ts\n<T extends { length: number }>\n``` | 0, ```ts\nT\n``` must be a ```ts\nstring\n``` or ```ts\narray\n```; 1, ```ts\nT\n``` can be any type that has a ```ts\nlength\n``` property of type ```ts\nnumber\n```; 2, ```ts\nT\n``` cannot exceed a length of a number; 3, ```ts\nT\n``` extends the ```ts\nNumber\n``` class | 1 | 3 | 60 | 'Generic constraints (```ts\nextends\n``` | https://www.typescriptlang.org/docs/handbook/2/generics.html#generic-constraints
utilityTypes | Partial and Required | What does ```ts\nPartial<User>\n``` produce if ```ts\nUser\n``` is defined as follows?\n```ts\ntype User = { name: string; age: number }\n``` | 0, ```ts\n{ name?: string; age?: number }\n```; 1, ```ts\n{ name: string \| undefined; age: number \| undefined }\n```; 2, ```ts\n{ name: string; age?: number }\n```; 3, Removes optional properties, leaving only required ones | 0 | 2 | 30 | ```ts\nPartial<T>\n``` makes all properties of ```ts\nT\n``` optional. | https://www.typescriptlang.org/docs/handbook/utility-types.html#partialtype
utilityTypes | Partial | What does ```ts\nPartial<T>\n``` do to a type ```ts\nT\n```? | 0, Makes all properties required; 1, Makes all properties optional; 2, Removes index signatures; 3, Converts properties to readonly | 1 | 2 | 30 | ```ts\nPartial<T>\n``` constructs a type with all properties of ```ts\nT\n``` set to optional. | https://www.typescriptlang.org/docs/handbook/utility-types.html#partialtype
utilityTypes | Pick and Omit | Given the following type:\n```ts\ntype User = { id: number; name: string; password: string }\n```\nHow do you create a type with only ```ts\nid\n``` and ```ts\nname\n```? | 0, ```ts\nPick<User, "id" \| "name">\n```; 1, ```ts\nOmit<User, "id" \| "name">\n```; 2, ```ts\nExtract<User, "id" \| "name">\n```; 3, ```ts\nSelect<User, "id" \| "name">\n``` | 0 | 2 | 30 | ```ts\nPick<T, Keys>\n``` constructs a type with only the specified keys. | https://www.typescriptlang.org/docs/handbook/utility-types.html#picktype-keys
utilityTypes | Record | What does ```ts\nRecord<string, number>\n``` describe? | 0, A tuple of ```ts\n[string, number]\n```; 1, An object type where all keys are ```ts\nstring\n```s and all values are ```ts\nnumber\n```s; 2, A ```ts\nMap\n``` with ```ts\nstring\n``` keys and ```ts\nnumber\n``` values; 3, An array of string-number pairs | 1 | 2 | 30 | ```ts\nRecord<K, V>\n``` is equivalent to ```ts\n{ [key in K]: V }\n```. | https://www.typescriptlang.org/docs/handbook/utility-types.html#recordkeys-type
utilityTypes | Readonly | What does ```ts\nReadonly<T>\n``` do? | 0, Freezes the object at runtime; 1, Makes all properties read-only at the type level — TypeScript will error on assignment; 2, Removes all methods from the type, leaving only data properties; 3, Makes all properties optional | 1 | 2 | 30 | ```ts\nReadonly<T>\n``` adds the readonly modifier to all properties. | https://www.typescriptlang.org/docs/handbook/utility-types.html#readonlytype
typeAlgebra | Union types | What is a union type in TypeScript? | 0, A type that must satisfy all members simultaneously; 1, A type that can be one of several types — the value is any one of them; 2, A set of types that are combined via inheritance; 3, A type that represents the intersection of two objects | 1 | 2 | 30 | 'A union type (```ts\nA | B\n``` | https://www.typescriptlang.org/docs/handbook/2/everyday-types.html#union-types
typeAlgebra | Intersection types | What does ```ts\ntype AB = A & B\n``` mean when ```ts\nA\n``` and ```ts\nB\n``` are defined as:\n```ts\ntype A = { x: number }\ntype B = { y: string }\n``` | 0, A value that is either ```ts\n{ x: number }\n``` or ```ts\n{ y: string }\n```; 1, A value that has both ```ts\nx: number\n``` AND ```ts\ny: string\n``` — must satisfy both shapes; 2, An error — TypeScript does not support ```ts\n&\n``` on object types; 3, A value that can have ```ts\nx\n``` or ```ts\ny\n``` but not both | 1 | 2 | 30 | 'Intersection types (```ts\nA & B\n``` | https://www.typescriptlang.org/docs/handbook/2/objects.html#intersection-types
typeNarrowing | typeof narrowing | 'Inside the following block, what is the type of ```ts\nvalue\n```?\n```ts\nif (typeof value === "string" | 0, ```ts\nstring \| undefined\n```; 1, ```ts\nstring\n```; 2, ```ts\nunknown\n```; 3, The original type of ```ts\nvalue\n``` | 1 | 2 | 30 | TypeScript's control flow analysis narrows types based on conditions. | https://www.typescriptlang.org/docs/handbook/2/narrowing.html#typeof-type-guards
typeNarrowing | User-defined type guards | What is a user-defined type guard in TypeScript? | 0, A runtime validation library integration; 1, A function that returns ```ts\nvalue is Type\n``` — TypeScript uses the return as a type narrowing signal; 2, A class with a protected constructor; 3, A generic constraint that checks the type at compile time | 1 | 3 | 60 | A user-defined type guard has a return type of the form ```ts\nparamName is Type\n```. | https://www.typescriptlang.org/docs/handbook/2/narrowing.html#using-type-predicates
typeNarrowing | keyof | What does the ```ts\nkeyof\n``` operator produce for a type ```ts\nT\n```? | 0, A runtime list of keys; 1, A union type of the property names of ```ts\nT\n```; 2, The type of values in ```ts\nT\n```; 3, An error | 1 | 3 | 60 | ```ts\nkeyof T\n``` produces a union of the keys of ```ts\nT\n```. | https://www.typescriptlang.org/docs/handbook/2/keyof-types.html
tsReact | useState with types | How do you type ```ts\nuseState\n``` when the initial value is ```ts\nnull\n``` but will later be a ```ts\nUser\n``` object? | '0; ```tsx\nconst [user; setUser | 1 | 2 | 30 | Provide the generic type argument explicitly when TypeScript cannot infer from the initial value. | https://react.dev/learn/typescript#typing-usestate
tsconfig | Strict mode | What does ```ts\n"strict": true\n``` in ```ts\ntsconfig.json\n``` enable? | 0, Only strict null checks; 1, A bundle of strict checks: ```ts\nstrictNullChecks\n```, ```ts\nnoImplicitAny\n```, ```ts\nstrictFunctionTypes\n```, and more; 2, Runtime type checking; 3, Prevents the use of ```ts\nany\n``` type | 1 | 2 | 30 | "strict" is a shorthand for enabling a group of strict type checking options. | https://www.typescriptlang.org/tsconfig/#strict
declarationFiles | DefinitelyTyped | What is ```ts\n@types/*\n``` and when do you need it? |  | 1 | 2 | 30 | 'Community-maintained type definitions (DefinitelyTyped | https://www.typescriptlang.org/docs/handbook/2/type-declarations.html#definitelytyped--types
enums | const enum vs enum | What is the difference between ```ts\nenum\n``` and ```ts\nconst enum\n``` in TypeScript? | 0, ```ts\nconst enum\n``` has constant default values; ```ts\nenum\n``` values are dynamic; 1, ```ts\nconst enum\n``` is inlined at compile time; ```ts\nenum\n``` generates a JavaScript object at runtime; 2, ```ts\nenum\n``` can be used in conditional types; ```ts\nconst enum\n``` cannot; 3, They are identical | 1 | 3 | 60 | Regular ```ts\nenum\n```s compile to a JavaScript object. ```ts\nconst enum\n```s are completely erased and their values are inlined. | https://www.typescriptlang.org/docs/handbook/enums.html#const-enums

